show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genres,description
s1065,TV Show,Bountiful Blessings,,"Jessica Hsuan, Tay Ping Hui, Thomas Ong, Jeffrey Xu, Ya Hui, Ann Kok, Zhu Houren, Yao Wenlong",Singapore,1-Aug-17,2011,TV-14,1,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","A former mortal who is now the Kitchen God cooks up celestial turmoil when he impregnates and opens a restaurant with his beloved, reincarnated wife."
s1227,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",United States,1-Jun-19,1976,R,98,"Classic Movies, Cult Movies, Horror Movies","An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom."
s2028,TV Show,Especial 20 años Fútbol de Primera,,,,20-May-20,2020,TV-14,1,"Docuseries, International TV Shows, Spanish-Language TV Shows","Revisit the emotional bouts and memorable highlights from the past two decades in this special celebrating esteemed TV show ""Fútbol de Primera."""
s3818,TV Show,Luna Nera,,"Antonia Fotaras, Giorgio Belli, Manuela Mandracchia, Roberto De Francesco, Federica Fracassi, Lucrezia Guidone, Adalgisa Manfrida, Giada Gagliardi, Giandomenico Cupaiuolo, Gloria Carovana, Filippo Scotti",Italy,31-Jan-20,2020,TV-MA,1,"International TV Shows, Romantic TV Shows, TV Dramas","In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft."
s4778,Movie,Paris Is Us,Elisabeth Vogler,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour",France,22-Feb-19,2019,TV-MA,84,"Dramas, Independent Movies, International Movies","Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs."
s3668,TV Show,Little Singham,,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",India,4-Jul-20,2020,TV-Y7,2,"Kids' TV, TV Comedies","A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil."
s6222,Movie,The Cincinnati Kid,Norman Jewison,"Steve McQueen, Edward G. Robinson, Ann-Margret, Karl Malden, Tuesday Weld, Joan Blondell, Rip Torn, Jack Weston, Cab Calloway, Jeff Corey, Theo Marcuse",United States,1-Nov-19,1965,TV-14,103,"Classic Movies, Dramas","In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey ""The Man"" Howard to a showdown at the table, where a war of wills – and nerve – ensues."
s6465,TV Show,The House of Flowers,,"Verónica Castro, Aislinn Derbez, Cecilia Suárez, Dario Yazbek Bernal, Paco León, Arturo Ríos, Juan Pablo Medina, Verónica Langer, Lucas Velázquez",Mexico,23-Apr-20,2020,TV-MA,3,"International TV Shows, Spanish-Language TV Shows, TV Comedies","In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets."
s3203,Movie,John Carter,Andrew Stanton,"Taylor Kitsch, Lynn Collins, Samantha Morton, Willem Dafoe, Thomas Haden Church, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Bryan Cranston, Polly Walker, Daryl Sabara, Art Malik, Eileen Page, Amanda Clayton, Davood Ghadami, Daniel O'Meara, Jill Baker, Josh Daugherty, Oliver Boot, Philip Arditti, Arkie Reece, Joe Billingiere, Don Stark, Darwin Shaw, Figs Jackman, David Schwimmer, Emma Clifford, Christopher Goodman, Cate Fowler, Sean Carrigan, Dusty Sorg, Steven Cree, Phil Cheadle, Holly Weston, Nicholas Woodeson, Rupert Frazer, Edmund Kente",United States,2-May-19,2012,PG-13,133,"Action & Adventure, Sci-Fi & Fantasy","One minute, Civil War veteran John Carter is evading Apaches; the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos."
s2315,Movie,Fun Mom Dinner,Alethea Jones,"Katie Aselton, Toni Collette, Bridget Everett, Molly Shannon, Adam Scott, Rob Huebel, Adam Levine, Paul Rust",United States,31-Dec-17,2017,R,82,"Comedies, International Movies","Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy."
s3444,Movie,Kraftidioten,Hans Petter Moland,"Stellan Skarsgård, Pål Sverre Hagen, Bruno Ganz, Hildegun Riise, Peter Andersson, Birgitte Hjort Sørensen, Jakob Oftebro, Anders Baasmo Christiansen, Jon Øigarden, Gard B. Eidsvold, Kristofer Hivju, Birgitte Hjort Sorensen, Stellan Skarsgard","Norway, Denmark, Sweden",5-Jan-17,2014,TV-MA,117,"Comedies, International Movies, Thrillers","When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival."
s1527,TV Show,Crazyhead,,"Cara Theobold, Susan Wokoma, Riann Steele, Arinzé Kene, Lewis Reeves, Tony Curran",United Kingdom,16-Dec-16,2016,TV-MA,1,"British TV Shows, International TV Shows, TV Comedies",Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.
s3414,Movie,Kiss the Girls,Gary Fleder,"Morgan Freeman, Ashley Judd, Cary Elwes, Alex McArthur, Tony Goldwyn, Jay O. Sanders, Bill Nunn, Brian Cox",United States,1-Jan-20,1997,R,116,Thrillers,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.
s3965,Movie,Marvel's Hulk: Where Monsters Dwell,Mitch Schauer,"Fred Tatasciore, Liam O'Brien, Jesse Burch, Edward Bosco, Chiara Zanni, Mike Vaughn, Jon Olson, Matthew Waterson, Zach Callison, Laura Bailey, Hope Levy",United States,4-Jan-17,2016,PG,75,"Children & Family Movies, Sci-Fi & Fantasy","On Halloween, the Hulk and Dr. Strange battle monsters wreaking havoc on New York and uncover an evil plot by Nightmare, ruler of the Dream Dimension."
s7156,Movie,Tope: The Bait,Buddhadev Dasgupta,"Sudipto Chattopadhyay, Chandan Roy Sanyal, Kajal Kumari, Ananya Chatterjee, Paoli Dam, Malobika Banerjee, Pawan Kanodia",India,1-Mar-18,2016,TV-14,87,"Dramas, Independent Movies, International Movies","The tales of an eccentric aristocrat, a tightrope walking nomad and a postman-turned-soothsayer unspool in this visual poem of rural life in India."
s7715,Movie,Yoga Hosers,Kevin Smith,"Harley Quinn Smith, Lily-Rose Depp, Johnny Depp, Justin Long, Austin Butler, Tyler Posey, Stan Lee, Jason Mewes, Adam Brody, Haley Joel Osment, Genesis Rodriguez",United States,2-Dec-16,2016,PG-13,88,"Comedies, Horror Movies, Independent Movies","With an all-important high school party at stake, two teen yoga fanatics enlist a man hunter to help fight an army of monsters created by Nazis."
s2757,Movie,Hitch,Andy Tennant,"Will Smith, Eva Mendes, Kevin James, Amber Valletta, Julie Ann Emery, Adam Arkin, Robinne Lee, Nathan Lee Graham, Michael Rapaport, Jeffrey Donovan",United States,1-Jan-20,2005,PG-13,118,"Comedies, Romantic Movies","Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business."
s2880,TV Show,Hyena,,"Kim Hye-soo, Ju Ji-hoon, Lee Gyoung-young, Kim Ho-jung, Song Young-kyu, Hwang Bo-ra, Jeon Seok-ho, Hyun Bong-sik, Park Se-jin",South Korea,21-Feb-20,2020,TV-MA,1,"International TV Shows, Korean TV Shows, Romantic TV Shows","To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions."
s5428,Movie,Scarecrow,Khaled Marei,"Ahmed Helmy, Menna Shalaby, Khaled El Sawy, Bayoumi Fouad, Entsar, Samy Maghawry, Mahmoud Ellisy, Yasser El Tobgy, Hassan Hosny, Lotfy Labib",Egypt,20-Aug-20,2019,TV-MA,121,"Comedies, International Movies","When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed."
s6890,Movie,The Space Between Us,Peter Chelsom,"Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson, BD Wong, Janet Montgomery, Trey Tucker",United States,1-Jun-19,2016,PG-13,120,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy","After years of limited contact with Earth, an inquisitive teen who lives on Mars makes an interplanetary trek to discover his own origins."
s2802,Movie,Hop,Tim Hill,"James Marsden, Russell Brand, Kaley Cuoco, Hank Azaria, Gary Cole, Elizabeth Perkins, Hugh Laurie, Tiffany Espensen, David Hasselhoff, Chelsea Handler",United States,16-Jan-20,2011,PG,95,"Children & Family Movies, Comedies",A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.
s4904,TV Show,Polly Pocket,,"Emily Tennant, Shannon Chan-Kent, Kazumi Evans, Patricia Drake, Rhona Rees, Ian Hanlin, Maryke Hendrikse, Vincent Tong, David Kaye, Ellen Kennedy","Canada, United States, Ireland",15-Nov-20,2020,TV-Y,2,Kids' TV,"After uncovering a magical locket that allows her to shrink in size, Polly and her friends set out on big adventures with petite power."
s4783,TV Show,Part-Time Idol,,"Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo",,25-Dec-17,2017,TV-14,1,"International TV Shows, Korean TV Shows, TV Comedies","After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group."
s4799,Movie,Patton Oswalt: Talking for Clapping,,Patton Oswalt,United States,22-Apr-16,2016,TV-MA,66,Stand-Up Comedy,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown."
s6734,Movie,The Outcasts,Peter Hutchings,"Victoria Justice, Eden Sher, Ashley Rickards, Claudia Lee, Katie Chang, Peyton List, Jazmyn Richardson, Avan Jogia, Will Peltz",United States,14-Aug-17,2017,TV-14,94,Comedies,"After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head."
s5736,TV Show,Space Racers,,"Yuri Lowenthal, Meyer DeLeeuw, Johnny Yong Bosch, Phil Lollar, Alicyn Packard, Melissa Hutchison, Joseph J. Terry, Danny Katiana, Katie Leigh",United States,31-Mar-20,2014,TV-Y,1,Kids' TV,"Spaceships Eagle, Robyn, Hawk and their pals at the Stardust Space Academy rocket through the galaxy, teaching kids about the wonders of science."
s3785,TV Show,"Love, Death & Robots",,"Topher Grace, Mary Elizabeth Winstead, Gary Cole, Samira Wiley, Daisuke Tsuji, Maurice LaMarche, Rebecca Riedy, Helen Sadler, Hayley McLaughlin, Time Winters, Elly Condron, Stefan Kapicic, Bruce Thomas, Jeff Berg, Aaron Himelstein, Carlos Alazraqui, Jill Talley, Brian Bloom, Chris Cox, Michael Benyaer, Fred Tatasciore, Scott Whyte, Josh Brener, Gary Anthony Williams, Chris Parnell, Graham Hamilton, Adam Bartley, Kevin Michael Richardson, Emma Thornett, Henry Douthwaite, Madeleine Knight, Rebecca Banatvala, Kirk Thornton, Yuri Lowenthal, Elaine Tan, Matthew Yang King, Gwendoline Yeo, Neil Kaplan, G.K. Bowes, Courtenay Taylor",United States,15-Mar-19,2019,TV-MA,1,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher."
s1993,Movie,Emma' (Mother),Riri Riza,"Cut Mini Theo, Christoffer Nelwan, Arman Dewarti, Jajang C. Noer, Indah Permatasari, Dimi Cindyastira, Irmawati Jabbar, Andreuw Parinussa, Fanesa Kayla",Indonesia,5-Oct-18,2016,TV-PG,74,"Dramas, International Movies","In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life."
s7072,Movie,Thumper,Jordan Ross,"Eliza Taylor, Pablo Schreiber, Daniel Webber, Lena Headey, Ben Feldman, Grant Harvey, Jazzy De Lisser, Brett Rice",United States,5-Feb-18,2017,TV-MA,93,"Dramas, Thrillers","After moving to a hardscrabble suburban California town, a young woman becomes dangerously entangled with a local drug enterprise."
s2764,TV Show,Hoarders,,,,2-May-20,2019,TV-PG,1,Reality TV,"This reality series enters the worlds of compulsive hoarders, whose addiction to acquisition overwhelms not just their homes but also their lives."
s5829,Movie,Story of an Egg,Raj B. Shetty,"Raj B. Shetty, Usha Bhandary, Shailashree, Prakash Tuminadu, Amrutha Naik, Shreya Anchan, VJ Vineeth, Rahul Amin, Deepak Rai Panaje, Ramdas",India,15-Oct-17,2017,TV-PG,132,"Comedies, International Movies, Romantic Movies","When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles."
s3294,Movie,Kalek Shanab,Hani Al-Shaibani,"Saad Abdullah, Mohamed Alkendi, Ammar Rahma, Maria Khan, Msabeh Bin Hashim, Hani Abd Al Ghani, Zayed Mohammed Mahmoud, Khaled Abdullah",United Arab Emirates,1-Jun-20,2019,TV-PG,80,"Comedies, International Movies","After a wild night of partying on the town, three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how."
s1704,TV Show,Dennis and Gnasher Unleashed,,"Freddie Fox, Kathryn Drysdale, Rasmus Hardiker, Joanna Ruiz, Ryan Sampson, Kelly Marie Stewart",United Kingdom,15-May-19,2017,TV-Y,1,"British TV Shows, Kids' TV, TV Comedies","Fearless Dennis, his loyal dog Gnasher and best friends Rubi, JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown."
s973,TV Show,Blazing Transfer Students,,"Daiki Shigeoka, Akito Kiriyama, Junta Nakama, Tomohiro Kamiyama, Ryusei Fujii, Takahiro Hamada, Nozomu Kotaki, Umika Kawashima, Takeshi Kaga, Norio Wakamoto",Japan,10-Nov-17,2017,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Comedies","Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal."
s2438,TV Show,Glitch Techs,,"Ricardo Hurtado, Monica Ray, Luke Youngblood, Scott  Kreamer, Dan Milano, Gunnar Sizemore, Zehra Fazal, Sandeep Parikh",United States,17-Aug-20,2020,TV-Y7,2,Kids' TV,Two teens work at a game store as a front for their actual job: Hunting video game monsters who've broken out into the real world.
s1861,Movie,Dragons: Rescue Riders: Secrets of the Songwing,"Greg Rankin, TJ Sullivan","Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Renée Elise Goldsberry",United States,24-Jul-20,2020,TV-Y,46,"Children & Family Movies, Comedies","When a musical dragon with a beautiful voice hypnotizes the dragons and people of Huttsgalor, the Rescue Riders have to find a way to break the spell."
s7678,TV Show,Wu Assassins,,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",United States,8-Aug-19,2019,TV-MA,1,"TV Action & Adventure, TV Sci-Fi & Fantasy",An unassuming San Francisco chef becomes the latest in a long line of assassins chosen to keep the mystical Wu powers out of the wrong hands.
s4941,TV Show,Power Rangers S.P.D.,,"Brandon Jay McLaren, Chris Violette, Matt Austin, Monica May, Alycia Purrott, John Tui, Rene Naufahu, Michelle Langstone, Barnie Duncan, Kelson Henderson, Jim McLarty, Olivia James-Baird, Josephine Davison, Derek Judge, James Gaylyn","United States, New Zealand",1-Jan-16,2005,TV-Y7,1,Kids' TV,"When the Troobian Empire attacks Earth, the B-Squad Power Rangers Space Patrol Delta morphs into action to squash the alien threat and save the world."
s5420,TV Show,Say I Do,,"Jeremiah Brent, Thai Nguyen, Gabriele Bertaccini",United States,1-Jul-20,2020,TV-14,1,"Reality TV, Romantic TV Shows","In this reality show, couples overcome obstacles to celebrate their love in surprise dream weddings designed by three experts in less than a week."
s2041,Movie,Evelyn,Orlando von Einsiedel,,United Kingdom,10-Sep-19,2019,TV-MA,96,"Documentaries, International Movies","Haunted by the suicide of a brother, a director and his kin walk across the U.K. in an emotionally trying, visually sublime journey toward healing."
s2356,Movie,Garfield Gets Real,"Mark A.Z. Dippé, Kyung Ho Lee","Frank Welker, Wally Wingert, Gregg Berger, Jennifer Darling, Pat Fraley, Jason Marsden, Neil Ross, Audrey Wasilewski, Stephen Stanton, Greg Eagles",United States,1-Jan-20,2007,TV-Y,78,"Children & Family Movies, Comedies","After trying to live in the ""real world"" and concluding it isn't for him, Garfield must return to his comic-strip home before getting trapped forever."
s2958,Movie,Imperial Dreams,Malik Vitthal,"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso",United States,3-Feb-17,2014,TV-MA,86,Dramas,"A young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans."
s5847,Movie,Strictly Ballroom,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan","Australia, United Kingdom",1-Jan-20,1992,PG,95,"Classic Movies, Comedies, Romantic Movies","Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
s3945,TV Show,Marlon,,"Marlon Wayans, Essence Atkins, Bresha Webb, Diallo Riddle, Notlim Taylor, Amir O'Neil",United States,14-Jun-19,2018,TV-14,2,TV Comedies,"After the friendliest divorce ever, a carefree but devoted father navigates post-split parenting life with his levelheaded ex-wife and two kids."
s6162,TV Show,The Boulet Brothers Dragula,,Boulet Brothers,United States,1-Nov-19,2019,TV-MA,2,Reality TV,"Ten queens must slay the competition and put their fiercest, filthiest faces forward for the chance to be crowned the world's next drag supermonster."
s5947,Movie,Sword Master,Derek Yee,"Kenny Lin, Peter Ho, Jiang Mengjie, Jiang Yiyan, Paw Hee Ching","China, Hong Kong",10-Jun-17,2016,TV-MA,108,"Action & Adventure, Dramas, International Movies","Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events."
s344,Movie,Agneepath,Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Danny Denzongpa, Madhavi, Neelam, Alok Nath, Rohini Hattangadi, Tinnu Anand, Vikram Gokhale, Archana Puran Singh",India,1-Apr-20,1990,TV-14,174,"Dramas, International Movies","A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs."
s4593,Movie,"Oh, Ramona!",Cristina Jacob,"Bogdan Iancu, Aggy K. Adams, Holly Horne, Basil Eidenbenz, Melanie Ebanks, Leonardo Boudreau, Andromeda Godfrey",Romania,1-Jun-19,2019,TV-MA,109,"Comedies, International Movies",Awkward 16-year-old Andrei is infatuated with his alluring but aloof schoolmate Ramona – until he meets stunning hotel clerk Anemona while on vacation.
s1850,Movie,Dragonheart,Rob Cohen,"Sean Connery, Dennis Quaid, David Thewlis, Pete Postlethwaite, Dina Meyer, Jason Isaacs, Brian Thompson, Julie Christie",United States,1-Jan-20,1996,PG-13,103,"Action & Adventure, Sci-Fi & Fantasy","In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth."
s4385,Movie,Naga The Eternal Yogi,"Krishna Agazzi, Filippo Gastaldi",,"Italy, India",5-Feb-17,2016,TV-PG,73,"Documentaries, International Movies","This documentary examines the naked yoga gurus of India whose devout spiritual practice connects them to the eternal, transcending the material world."
s6382,TV Show,The Future of Water,,,Norway,1-Jul-16,2007,TV-PG,1,"Docuseries, International TV Shows, Science & Nature TV",A look at the deeply intertwined history of humanity and fresh water reveals looming challenges that could upend power structures around the world.
s7632,Movie,Winchester,"Michael Spierig, Peter Spierig","Helen Mirren, Jason Clarke, Sarah Snook, Angus Sampson, Finn Scicluna-O'Prey, Laura Brent, Tyler Coppin, Eamon Farren, Bruce Spence","Australia, United States",1-Jul-20,2018,PG-13,100,"Horror Movies, Sci-Fi & Fantasy",The heiress to a vast firearms fortune constructs a mansion with a maze-like interior to ward off the spirits of those killed by her family's product.
s437,Movie,Alt-Right: Age of Rage,Adam Bhala Lough,"Daryle Lamont Jenkins, Richard Spencer",,28-Jan-19,2018,TV-MA,106,Documentaries,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
s893,Movie,Bhoot,Ram Gopal Varma,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha, Fardeen Khan, Victor Banerjee, Tanuja, Seema Biswas",India,31-Dec-19,2003,TV-MA,114,"Horror Movies, International Movies, Thrillers","After a couple moves into an apartment, the wife’s increasingly disturbing behavior unravels chilling secrets about their new home’s past."
s2717,TV Show,Hibana: Spark,,"Kento Hayashi, Kazuki Namioka, Mugi Kadowaki, Masao Yoshii, Hideaki Murata, Nahana, Sayaka Yamamoto, Shota Sometani, Tomorowo Taguchi, Kaoru Kobayashi",Japan,2-Jun-16,2016,TV-MA,1,"International TV Shows, TV Dramas",A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.
s3594,Movie,LEGO Ninjago: Masters of Spinjitzu: Day of the Departed,,,"Denmark, China",1-Feb-19,2016,TV-Y7-FV,44,"Action & Adventure, Children & Family Movies",Cole finds himself trapped in Yang's temple after accidentally releasing a host of villainous spirits that the Ninja must defeat.
s4313,TV Show,My Dear Warrior,,"Leo Putt, Pimchanok Luevisadpaibul, Suthada Jongjaiphar, Chatra Baude, Claudia Chakrapan, Oabnithi Wiwattanawarang, Varatta Vajrathon, Varot Makaduangkeo, Supasit Chinvinijkul",Thailand,14-Nov-19,2019,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies","Love leaps off the page when an astronomer magically meets her comic book hero in the flesh, but learns that his fictional problems are very real."
s825,Movie,Belief: The Possession of Janet Moses,David Stubbs,"Kura Forrester, William Davis, Tina Cook, Hariata Moriarty",New Zealand,15-Oct-17,2015,TV-MA,90,"Documentaries, International Movies","This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism."
s2500,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black","United States, United Kingdom",25-Apr-19,2018,PG,90,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
s1686,Movie,Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George MacKay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov",United States,27-Nov-19,2008,R,137,"Action & Adventure, Dramas","In this action-packed drama based on an extraordinary true story, four brothers protect more than 1,000 Jewish refugees during World War II."
s7637,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,,"United Kingdom, Ukraine, United States",9-Oct-15,2015,TV-MA,99,"Documentaries, International Movies","Over 93 days in Ukraine, what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement."
s5730,TV Show,Soundtrack,,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",United States,18-Dec-19,2019,TV-MA,1,"Romantic TV Shows, TV Dramas","Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles."
s5601,Movie,Sierra Burgess Is A Loser,Ian Samuels,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo, Loretta Devine, Giorgia Whigham, Alice Lee, Lea Thompson, Alan Ruck, Mary Pat Gleason, Chrissy Metz",United States,7-Sep-18,2018,PG-13,106,"Comedies, Romantic Movies",A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
s878,Movie,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Anna Stone,,,14-Aug-20,2020,TV-G,59,"Documentaries, International Movies, Sports Movies","With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket — the ICC Women's T20 World Cup."
s7223,Movie,"Trikal (Past, Present, Future)",Shyam Benegal,"Leela Naidu, Neena Gupta, Anita Kanwar, Soni Razdan, Dalip Tahil, K.K. Raina, Kunal Kapoor, Keith Stevenson, Naseeruddin Shah, Kulbhushan Kharbanda",India,31-Dec-19,1985,TV-14,134,"Comedies, Dramas, Independent Movies","A Goan native returns to his now-derelict, palatial childhood home, recalling his family’s interpersonal drama during the end of Portuguese rule."
s4308,Movie,My Birthday Song,Samir Soni,"Sanjay Suri, Nora Fatehi, Zenia Starr, Suparna Krishna, Elena Kazan",India,1-Jul-18,2018,TV-14,92,"Dramas, International Movies, Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
s667,Movie,Babel,Alejandro G. Iñárritu,"Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam","France, United States, Mexico",1-Jan-19,2006,R,143,"Dramas, Independent Movies","When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries."
s2888,TV Show,I AM A KILLER: RELEASED,,,"United Kingdom, United States",28-Aug-20,2020,TV-MA,1,"British TV Shows, Crime TV Shows, Docuseries","In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession."
s7101,TV Show,Timeline,,"Santiwithi Phrombut, Jamorn Kijsawapak, Orrawan Phuakthaisong",,23-Feb-18,2014,TV-14,1,"Crime TV Shows, Docuseries, International TV Shows","Firsthand accounts, re-enactments and computer-generated graphics retell in detail Thailand's biggest news stories from the past."
s6422,TV Show,The Great Heist,,"Andrés Parra, Christian Tappan, Marcela Benjumea, Juan Sebastián Calero, Waldo Urrego, Rodrigo Jerez, Katherine Vélez, Paula Castaño, Pedro Suárez, Édgar Vittorino, Ramsés Ramos, Juan Pablo Barragán",Colombia,14-Aug-20,2020,TV-MA,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","In 1994, a team of thieves plans an ambitious heist to steal millions from Colombia's Bank of the Republic. Inspired by true events."
s3960,TV Show,Marvel Anime: Wolverine,,"Rikiya Koyama, Romi Park, Fumiko Orikasa, Hidekatsu Shibata, Kazuki Yao, Masato Hagiwara","United States, Japan",16-Dec-20,2011,TV-14,1,"Anime Series, International TV Shows","Logan, aka mutant X-Man Wolverine, is on a quest to reclaim the love of his life – whose crime lord father is planning an arranged marriage for her."
s3596,Movie,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,"Troy Baker, Drake Bell, Fred Tatasciore, Dee Bradley Baker, Steve Blum, Adrian Pasdar, Greg Cipes, Chi McBride, Barry Dennen, Robin Atkin Downes",United States,6-Jan-17,2013,TV-Y7,22,Children & Family Movies,Villainous Loki is amassing an army to conquer Earth! His antics are keeping Spider-Man and S.H.I.E.L.D. busy as they tackle a host of bad guys.
s2381,TV Show,Geronimo Stilton,Guy Vasilovich,"Brian Drummond, Erin Mathews, Richard Ian Cox, Sarah Edmondson, Moneca Stori","Italy, Canada, France",31-Dec-17,2011,TV-Y,1,"Kids' TV, TV Comedies","With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,"
